"title","release_period","whether_remake","whether_franchise","genre","new_actor","new_director","new_music_director","lead_star","director","music_director","number_of_screens","revenue_inr","budget_inr","writers.x","sequel.x","hit_flop.x","date","month","year","writers.y","sequel.y","hit_flop.y","era"
"the film","normal","no","no","drama","no","yes","yes","mahima chaudhary","junaid memon","siddharth - suhas",25,15000000,850000,"yash chouhan (story) | anand dehelvi (screenplay) | junaid memon | geetika tondon (additional dialogue)",0,1,"25","nov","2005","yash chouhan (story) | anand dehelvi (screenplay) | junaid memon | geetika tondon (additional dialogue)","0",1,"old"
"bachke rehna re baba","normal","no","no","comedy","no","no","no","mallika sherawat","govind menon","anu malik",225,60000000,55192500,"robin bhatt (screenplay) | robin bhatt (story) | umesh shukla (dialogue) | umesh shukla (screenplay) | umesh shukla (story)",0,2,"03","jun","2005","robin bhatt (screenplay) | robin bhatt (story) | umesh shukla (dialogue) | umesh shukla (screenplay) | umesh shukla (story)","0",2,"old"
"hisss","holiday","no","no","thriller","no","yes","no","mallika sherawat","jennifer chambers lynch","salim - sulaiman",650,280000000,75582500,"jennifer chambers lynch | gulfam khan (dialogue)",0,1,"22","oct","2010","jennifer chambers lynch | gulfam khan (dialogue)","0",1,"new"
"ugly aur pagli","normal","no","no","rom__com","no","yes","no","mallika sherawat","sachin kamlakar khot","anu malik",400,120000000,107516250,"anil pandey (story) | amitabh verma (lyrics) | suparn verma (additional screenplay & dialogue)",0,2,"01","aug","2008","anil pandey (story) | amitabh verma (lyrics) | suparn verma (additional screenplay & dialogue)","0",2,"old"
"maan gaye mughall-e-azam","holiday","no","no","comedy","no","no","no","mallika sherawat","sanjay chhel","anu malik",325,80000000,25872000,"sanjay chhel | sunil munshi (screenplay)",0,1,"22","aug","2008","sanjay chhel | sunil munshi (screenplay)","0",1,"old"
"meerabai not out","normal","no","no","comedy","no","yes","no","mandira bedi","chandrakant kulkarni","sandesh shandilya",105,22500000,1050000,"ajit dalvi (dialogues) | r.n. dubey (lyrics) | ashish puri (lyrics) | soumik sen (story) | irfan siddiqui (lyrics)",0,1,"05","dec","2008","ajit dalvi (dialogues) | r.n. dubey (lyrics) | ashish puri (lyrics) | soumik sen (story) | irfan siddiqui (lyrics)","0",1,"old"
"trip to bhangarh","holiday","no","no","horror","no","yes","yes","manish chaudhary","jitender pawar","onkar singh",150,35000000,3100000,NA,0,1,"28","aug","2014",NA,"0",1,"new"
"mickey virus","normal","no","no","comedy","yes","yes","no","manish paul","saurabh varma","hanif sheikh",1000,110000000,106000000,"elvin raja (script co-writer) | kuldeep ruhil (script consultant & dialogue) | saurabh varma (screenplay)",0,2,"25","oct","2013","elvin raja (script co-writer) | kuldeep ruhil (script consultant & dialogue) | saurabh varma (screenplay)","0",2,"new"
"chaahat ek nasha...","holiday","no","no","love_story","no","no","no","manisha koirala","jay prakash","anand raj anand",150,22500000,15300000,NA,0,1,"11","feb","2005",NA,"0",1,"old"
"dus tola","holiday","no","no","comedy","no","yes","no","manoj bajpai","ajay varma","sandesh shandilya",175,62500000,1950000,"raghunath paleri (story) | sunil saigal (dialogues)",0,1,"22","oct","2010","raghunath paleri (story) | sunil saigal (dialogues)","0",1,"new"
"jugaad","holiday","no","no","comedy","no","no","no","manoj bajpai","anand kumar","sachin gupta",90,40000000,1950000,"priyank dubey (screenplay) | bunty rathore (screenplay)",0,1,"13","feb","2009","priyank dubey (screenplay) | bunty rathore (screenplay)","0",1,"old"
"chittagong","normal","no","no","drama","no","yes","no","manoj bajpai","bedabrata pain","shankar - ehsaan - loy",65,50000000,4750000,"bedabrata pain | shonali bose",0,1,"12","oct","2012","bedabrata pain | shonali bose","0",1,"new"
"fareb","holiday","no","no","thriller","no","no","no","manoj bajpai","deepak tijori","anu malik",70,35000000,10834800,"girish dhamija (dialogue) | bijesh jayarajan (screenplay) | bijesh jayarajan (story)",0,1,NA,NA,NA,"girish dhamija (dialogue) | bijesh jayarajan (screenplay) | bijesh jayarajan (story)","0",1,NA
"lanka","normal","no","no","drama","no","yes","no","manoj bajpai","maqbool khan","toshi - sharib",375,80000000,5900000,"shashank dabral (story) | shashank dabral",0,1,"09","dec","2011","shashank dabral (story) | shashank dabral","0",1,"new"
"the dirty relation","holiday","no","no","adult","yes","no","yes","manoj pandey","kesar matharu","imran wasim",50,5000000,5000000,NA,0,1,"14","jun","2013",NA,"0",1,"new"
"ya rab","normal","no","no","drama","yes","yes","no","manzar sehbai","hasnain hyderabadwala","amjad - nadeem",275,60000000,3600000,NA,0,1,"07","feb","2014",NA,"0",1,"new"
"mashooka","normal","no","no","drama","no","no","no","meghna naidu","afzal ahmed","sajid - wajid",35,15000000,6543500,"afzal ahmad (story) | afzal ahmad (screenplay) | akash dixit (dialogue)",0,1,"15","jul","2005","afzal ahmad (story) | afzal ahmad (screenplay) | akash dixit (dialogue)","0",1,"old"
"u r my jaan","normal","no","no","love_story","yes","yes","no","mikaal zulfikaar","aron govil","sanjeev - darshan",70,30000000,1100000,"aron govil",0,1,"23","sep","2011","aron govil","0",1,"new"
"kaanchi","normal","no","no","drama","yes","no","no","mishti","subhash ghai","salim - sulaiman",1250,240000000,53000000,"subhash ghai",0,1,"25","apr","2014","subhash ghai","0",1,"new"
"don muthu swami","normal","no","no","comedy","no","no","no","mithun chakraborty","ashim samanta","anu malik",200,47500000,8400000,"saleem agha (screenplay) | rahat indori (lyrics) | amitabh verma (lyrics)",0,1,"23","may","2008","saleem agha (screenplay) | rahat indori (lyrics) | amitabh verma (lyrics)","0",1,"old"
"baabarr","normal","no","no","action","no","no","no","mithun chakraborty","ashu trikha","anand raj anand",350,45000000,19786000,"ikram akhtar (dialogue) | ikram akhtar | vivek misra (dialogue)",0,1,"11","sep","2009","ikram akhtar (dialogue) | ikram akhtar | vivek misra (dialogue)","0",1,"old"
"zindagi tere naam","normal","no","no","drama","no","no","no","mithun chakraborty","ashu trikha","sajid - wajid",90,35000000,2300000,"sanjay masoom",0,1,"16","mar","2012","sanjay masoom","0",1,"new"
"enemmy","normal","no","no","thriller","no","no","no","mithun chakraborty","ashu trikha","gourov dasgupta",900,120000000,22800000,"dileep shukla (dialogue) | ashu trikha (script) | ashu trikha",0,1,"21","jun","2013","dileep shukla (dialogue) | ashu trikha (script) | ashu trikha","0",1,"new"
"zor lagaa ke... haiya!","normal","no","no","drama","no","yes","no","mithun chakraborty","girish girija joshi","bappi - tutal",125,32500000,2725000,NA,0,1,"12","jun","2009",NA,"0",1,"old"
"chal chalein","normal","no","no","drama","no","yes","no","mithun chakraborty","ujjwal singh","ilaiyaraja",45,20000000,550000,"vijaya ramchandrula (story)",0,1,"07","aug","2009","vijaya ramchandrula (story)","0",1,"old"
"unforgettable","normal","no","no","love_story","no","yes","no","mohammad iqbal khan","arshad yusuf pathan","sujeet shetty",25,60000000,310000,"arshad yusuf pathan",0,1,"13","jun","2014","arshad yusuf pathan","0",1,"new"
"the film emotional atyachar","normal","no","no","drama","no","yes","yes","mohit ahlawat","akshay shere","mangesh dhakde",300,60000000,11000000,"amitabh bhattacharya (lyrics) | bhavini bheda | kartik krishnan (dialogues) | virag mishra (lyrics)",0,1,"03","sep","2010","amitabh bhattacharya (lyrics) | bhavini bheda | kartik krishnan (dialogues) | virag mishra (lyrics)","0",1,"new"
"shiva","normal","no","no","action","yes","no","no","mohit ahlawat","ram gopal verma","ilaiyaraja",225,60000000,34300000,"farhad bhiwandiwala | dev kohli (lyrics) | nitin raikwar (lyrics) | sajid",0,1,"15","sep","2006","farhad bhiwandiwala | dev kohli (lyrics) | nitin raikwar (lyrics) | sajid","0",1,"old"
"second marriage dot com","holiday","no","no","drama","yes","yes","yes","mohit chauhan","gaurav panjwani","manan munjal",25,20000000,825000,"gaurav panjwani (story) | dinkar sharma (screenplay)",0,1,"20","aug","2012","gaurav panjwani (story) | dinkar sharma (screenplay)","0",1,"new"
"mumbai mast kallander","holiday","no","no","drama","yes","yes","yes","mohsin","aman mihani","anaamik",45,17500000,875000,"panchhi jalonvi (lyrics) | sanyukta ray (screenplay) | sanyukta ray (story) | raj shekhar (screenplay)",0,1,"14","jan","2011","panchhi jalonvi (lyrics) | sanyukta ray (screenplay) | sanyukta ray (story) | raj shekhar (screenplay)","0",1,"new"
"lakshmi","normal","no","no","drama","yes","no","no","monali thakur","nagesh kukunoor","tapas relia",100,40000000,3900000,"nagesh kukunoor",0,1,"21","mar","2014","nagesh kukunoor","0",1,"new"
"hello zindagi","normal","no","no","drama","yes","yes","yes","mrunmayee lagoo","raja unnithan","ashish manchanda",15,8000000,80000,"vivek gupta (dialogue) | vivek gupta (screenplay) | raja unnithan (story) | raja unnithan",0,1,"05","mar","2010","vivek gupta (dialogue) | vivek gupta (screenplay) | raja unnithan (story) | raja unnithan","0",1,"new"
"payback","holiday","no","no","drama","yes","yes","yes","munish khan","sachin p. karande","dev sikander",100,25000000,1225000,"upendra sidhaye | dev sikandar (lyrics)",0,1,"26","nov","2010","upendra sidhaye | dev sikandar (lyrics)","0",1,"new"
"dhokha","normal","no","no","drama","yes","no","no","muzammil ibrahim","pooja bhatt","m.m. kreem",125,45000000,10500000,"shagufta rafique",0,1,"31","aug","2007","shagufta rafique","0",1,"old"
"mohandas","normal","no","no","thriller","no","yes","yes","nakul vaid","mazhar kamran","vivek priyadarshan",35,17500000,650000,"uday prakash (story)",0,1,"01","may","2009","uday prakash (story)","0",1,"old"
"tum milo toh sahi","holiday","no","no","drama","no","no","no","nana patekar","kabir sadanand","sandesh shandilya",400,120000000,28600000,"irshad kamil (lyrics) | rajen makhijani (dialogue) | rajen makhijani (screenplay) | rajen makhijani (story) | kabir sadanand (story) | sameer siddiqui (dialogue) | sameer siddiqui (screenplay)",0,1,"02","apr","2010","irshad kamil (lyrics) | rajen makhijani (dialogue) | rajen makhijani (screenplay) | rajen makhijani (story) | kabir sadanand (story) | sameer siddiqui (dialogue) | sameer siddiqui (screenplay)","0",1,"new"
"the attacks of 26/11","normal","no","no","thriller","no","no","no","nana patekar","ram gopal verma","amar mohile",1250,230000000,235227500,"prashant pandey (dialogue) | rommel rodrigues (story)",0,2,"01","mar","2013","prashant pandey (dialogue) | rommel rodrigues (story)","0",2,"new"
"shagird","normal","no","no","drama","no","no","no","nana patekar","tigmanshu dhulia","abhishek ray",450,120000000,25900000,"tigmanshu dhulia (story) | tigmanshu dhulia | kamal pandey (story)",0,1,"13","may","2011","tigmanshu dhulia (story) | tigmanshu dhulia | kamal pandey (story)","0",1,"new"
"ishqiya","normal","no","no","rom__com","no","yes","no","naseeruddin shah","abhishek chaubey","vishal bhardwaj",600,190000000,318150000,"vishal bhardwaj (screenplay) | sabrina dhawan (screenplay) | abhishek chaubey (screenplay) | vishal bhardwaj (dialogues)",0,5,"29","jan","2010","vishal bhardwaj (screenplay) | sabrina dhawan (screenplay) | abhishek chaubey (screenplay) | vishal bhardwaj (dialogues)","0",5,"new"
"dedh ishqiya","normal","no","yes","rom__com","no","no","no","naseeruddin shah","abhishek chaubey","vishal bhardwaj",1250,370000000,408370000,"vishal bhardwaj (dialogue) | vishal bhardwaj (screenplay) | abhishek chaubey (screenplay) | darab farooqui (story)",1,2,"10","jan","2014","vishal bhardwaj (dialogue) | vishal bhardwaj (screenplay) | abhishek chaubey (screenplay) | darab farooqui (story)","1",2,"new"
"chaalis chauraasi","holiday","no","no","drama","no","no","no","naseeruddin shah","hriday shetty","lalit pandit",500,92500000,35700000,NA,0,1,"13","jan","2012",NA,"0",1,"new"
"maximum","normal","no","no","thriller","no","no","no","naseeruddin shah","kabeer kaushik","amjad - nadeem",625,150000000,41200000,"kabeer kaushik (screenplay)",0,1,"29","jun","2012","kabeer kaushik (screenplay)","0",1,"new"
"sona spa","normal","no","no","thriller","no","no","no","naseeruddin shah","makarand deshpande","shailendra barve",200,40000000,2525000,"makrand deshpande",0,1,"22","mar","2013","makrand deshpande","0",1,"new"
"barah aana","normal","no","no","drama","no","no","no","naseeruddin shah","raja krishna menon","shri rangaras",125,45000000,8600000,"raj kumar gupta (screenplay) | raja menon (story)",0,1,"16","oct","2009","raj kumar gupta (screenplay) | raja menon (story)","0",1,"old"
"maharathi","normal","no","no","drama","no","no","yes","naseeruddin shah","shivam nair","shibani kashyap",300,95000000,28000000,"sanjay chhel (lyrics) | uttam gada (story)",0,1,"05","dec","2008","sanjay chhel (lyrics) | uttam gada (story)","0",1,"old"
"khwaabb","holiday","no","no","drama","yes","yes","no","navdip singh","zaid ali khan","sandeep chowta",50,40000000,975000,"moraad ali khan (story) | arnab mukherjee",0,1,"09","may","2014","moraad ali khan (story) | arnab mukherjee","0",1,"new"
"sulemani keeda","normal","no","no","rom__com","yes","yes","yes","naveen kasturia","amit masurkar","arfaaz kagalwala",45,3500000,3325000,"amit masurkar",0,1,"28","nov","2014","amit masurkar","0",1,"new"
"bhavnao ko samjho","normal","no","no","comedy","yes","yes","no","navin prabhakar","sunil pal","dinu",20,10000000,320000,"pancham banjara (lyrics) | sunil pal",0,1,"15","jan","2010","pancham banjara (lyrics) | sunil pal","0",1,"new"
"sheesha","holiday","no","no","thriller","no","no","no","neha dhupia","ashu trikha","dilip sen - sameer sen",200,45000000,40418750,"sanjay masoom (dialogue) | a. muthu (story) | ashu trikha (screenplay)",0,1,"11","feb","2005","sanjay masoom (dialogue) | a. muthu (story) | ashu trikha (screenplay)","0",1,"old"
"siskiyaan","holiday","no","no","thriller","no","no","no","neha dhupia","ashwini chaudhary","dilip sen - sameer sen",65,22500000,5300000,"sanjay chauhan | nida fazli (lyrics)",0,1,"30","sep","2005","sanjay chauhan | nida fazli (lyrics)","0",1,"old"
"gandhi to hitler","normal","no","no","drama","no","yes","no","neha dhupia","rakesh ranjan kumar","sanjoy chowdhary",150,47500000,3450000,"rakesh ranjan kumar (screenplay) | nalin singh (story)",0,1,"29","jul","2011","rakesh ranjan kumar (screenplay) | nalin singh (story)","0",1,"new"
"aa dekhen zara","holiday","no","no","thriller","no","yes","no","neil nitin mukesh","jehangir surti","pritam",450,170000000,103835000,"sheershak anand (story) | shantanu ray chhibber (story)",0,1,"27","mar","2009","sheershak anand (story) | shantanu ray chhibber (story)","0",1,"old"
"jail","normal","no","no","drama","no","no","yes","neil nitin mukesh","madhur bhandarkar","toshi - sharib",575,140000000,86850000,"madhur bhandarkar (story) | ajaykumar garg (lyrics) | sandeep nath (lyrics) | sharib (lyrics) | raghuvir shekhawat (dialogue) | anuradha tiwari (story) | toshi (lyrics) | turaz (lyrics) | manoj tyagi (story)",0,2,"06","nov","2009","madhur bhandarkar (story) | ajaykumar garg (lyrics) | sandeep nath (lyrics) | sharib (lyrics) | raghuvir shekhawat (dialogue) | anuradha tiwari (story) | toshi (lyrics) | turaz (lyrics) | manoj tyagi (story)","0",2,"old"
"lafangey parindey","holiday","no","no","drama","no","no","yes","neil nitin mukesh","pradeep sarkar","r. anandh",950,190000000,319925000,"swanand kirkire (lyrics) | gopi puthran (story)",0,3,"20","aug","2010","swanand kirkire (lyrics) | gopi puthran (story)","0",3,"new"
"johnny gaddaar","normal","no","no","thriller","yes","no","no","neil nitin mukesh","sriram raghavan","shankar - ehsaan - loy",300,75000000,56800000,"vinay choudary (additional screenplay) | sriram raghavan",0,2,"28","sep","2007","vinay choudary (additional screenplay) | sriram raghavan","0",2,"old"
"shortcut romeo","normal","no","no","thriller","no","yes","no","neil nitin mukesh","susi ganesh","himesh reshammiya",750,140000000,13600000,"susi ganesan (story) | ilashree goswami (dialogue)",0,1,"21","jun","2013","susi ganesan (story) | ilashree goswami (dialogue)","0",1,"new"
"my name is anthony gonsalves","normal","no","no","comedy","yes","no","no","nikhil dwivedi","e. niwas","himesh reshammiya",175,70000000,10100000,"mayur puri | lajan joseph",0,1,"11","jan","2008","mayur puri | lajan joseph","0",1,"old"
"angel","holiday","no","no","drama","yes","no","no","nilesh sahay","ganesh acharya","amjad - nadeem",85,25000000,1700000,"muazzam beg",0,1,"04","feb","2011","muazzam beg","0",1,"new"
"badlapur boys","normal","yes","no","drama","no","yes","no","nishan nanaiah","shailesh verma","sachin gupta",575,70000000,10900000,"shailesh verma",0,1,"12","dec","2014","shailesh verma","0",1,"new"
"cycle kick","normal","no","no","drama","no","yes","no","nishan nanaiah","shashi sudigala","sanjoy chowdhary",75,12500000,650000,"shashi sudigala",0,1,"17","jun","2011","shashi sudigala","0",1,"new"
"titoo mba","holiday","no","no","comedy","no","no","no","nishant dahiya","amit vats","arjuna harjai",150,25000000,1400000,"puja ballutia (story) | puja ballutia (script)",0,1,"21","nov","2014","puja ballutia (story) | puja ballutia (script)","0",1,"new"
"love u crazy girl","holiday","no","no","adult","yes","no","yes","nitika sharma","bhabani prasad","sanjay basu",1,2500000,1000000,"bhabhani prasad",0,1,"09","may","2014","bhabhani prasad","0",1,"new"
"khap","normal","no","no","drama","no","no","yes","om puri","ajai sinha","annujj kappoo",100,27500000,2350000,"ashok lal (script) | vinod ranganathan (script) | ajai sinha (story) | ishaan trivedi (additional dialogue) | vijay verma (dialogue)",0,1,"29","jul","2011","ashok lal (script) | vinod ranganathan (script) | ajai sinha (story) | ishaan trivedi (additional dialogue) | vijay verma (dialogue)","0",1,"new"
"na ghar ke na ghaat ke","normal","no","no","comedy","no","yes","no","om puri","rahul aggarwal","lalit pandit",325,57500000,10000000,"aman ahmad jeffery (story) | alok upadhyay (screenplay)",0,1,"12","mar","2010","aman ahmad jeffery (story) | alok upadhyay (screenplay)","0",1,"new"
"ebn-e-batuta","normal","no","no","comedy","no","yes","yes","omkar das manikpuri","varun middha","tarannum malik",50,30000000,550000,"abhishek bhola (dialogue) | varun middha (dialogue) | varun middha (screenplay) | varun middha (story)",0,1,"14","apr","2014","abhishek bhola (dialogue) | varun middha (dialogue) | varun middha (screenplay) | varun middha (story)","0",1,"new"
"chala mussaddi - office office","normal","no","no","comedy","no","no","no","pankaj kapoor","rajiv mehra","sajid - wajid",350,65000000,13900000,"ashwani dhir",0,1,"05","aug","2011","ashwani dhir","0",1,"new"
"hate story","normal","no","no","thriller","yes","no","yes","paoli dam","vivek agnihotri","harshit saxena",1100,90000000,164300000,"vikram bhatt | rohit malhotra (dialogue)",0,4,"20","apr","2012","vikram bhatt | rohit malhotra (dialogue)","0",4,"new"
"buddha mar gaya","holiday","no","no","comedy","no","no","no","paresh rawal","rahul rawail","bappi lahiri",285,37500000,45000000,"raju saigal (story) | anand sivakumaran (screenplay)",0,2,"17","aug","2007","raju saigal (story) | anand sivakumaran (screenplay)","0",2,"old"
"united six","normal","no","no","drama","yes","yes","no","parvathy omanakuttan","vishal aryan singh","pritam",175,50000000,4000000,"kapil mishra | vishal aryan singh",0,1,"04","feb","2011","kapil mishra | vishal aryan singh","0",1,"new"
"sahi dhandhe galat bande","holiday","no","no","drama","no","yes","no","parvin dabas","pravin dabbas","siddharth - suhas",350,75000000,9600000,"parvin dabas",0,1,"19","aug","2011","parvin dabas","0",1,"new"
"sikandar","holiday","no","no","thriller","yes","no","no","parzan dastur","piyush jha","sandesh shandilya",250,50000000,8240000,"piyush jha | kumaar (lyrics)",0,1,"21","aug","2009","piyush jha | kumaar (lyrics)","0",1,"old"
"nasha","normal","no","no","drama","yes","no","no","poonam pandey","amit saxena","sangeet - siddharth",1100,80000000,43100000,"ajit rajpal",0,2,"26","jul","2013","ajit rajpal","0",2,"new"
"ekk deewana tha","holiday","yes","no","love_story","no","no","no","prateik babbar","gautham menon","a.r. rehman",600,140000000,85557500,"manu rishi chadha (dialogue) | meghana karthik (subtitles) | gautham menon (story) | laju nanwani",0,2,"17","feb","2012","manu rishi chadha (dialogue) | meghana karthik (subtitles) | gautham menon (story) | laju nanwani","0",2,"new"
"issaq","normal","no","no","love_story","no","no","no","prateik babbar","manish tiwary","sachin gupta",975,250000000,53700000,"pawan sony | padmaja thakore | manish tiwary",0,1,"26","jul","2013","pawan sony | padmaja thakore | manish tiwary","0",1,"new"
"my friend pinto","normal","no","no","drama","yes","yes","no","prateik babbar","raghav dar","ajay - atul",375,90000000,18100000,"raaghav dar (story) | arun sukumar (story)",0,1,"21","oct","2011","raaghav dar (story) | arun sukumar (story)","0",1,"new"
"ishkq in paris","holiday","no","no","love_story","no","no","no","preity zinta","prem soni","sajid - wajid",400,210000000,28075000,"prem soni | preity zinta",0,1,"24","may","2013","prem soni | preity zinta","0",1,"new"
"pyaar impossible!","normal","no","no","rom__com","no","no","no","priyanka chopra","jugal hansraj","salim - sulaiman",425,140000000,89545000,"uday chopra (story)",0,2,"08","jan","2010","uday chopra (story)","0",2,"new"
"fashion","holiday","no","no","drama","no","no","no","priyanka chopra","madhur bhandarkar","salim - sulaiman",750,200000000,392945000,"ajay monga (story) | madhur bhandarkar (story) | niranjan iyengar (dialogue) | anuradha tiwari (story) | sandeep nath (lyrics) | irfan siddiqui (lyrics)",0,4,"29","oct","2008","ajay monga (story) | madhur bhandarkar (story) | niranjan iyengar (dialogue) | anuradha tiwari (story) | sandeep nath (lyrics) | irfan siddiqui (lyrics)","0",4,"old"
"mary kom","holiday","no","no","drama","no","yes","yes","priyanka chopra","omung kumar","shashi suman",1900,380000000,861917500,"saiwyn qadras (story) | ramendra vasishth (dialogue) | karan singh rathore (dialogue)",0,5,"05","sep","2014","saiwyn qadras (story) | ramendra vasishth (dialogue) | karan singh rathore (dialogue)","0",5,"new"
"7 khoon maaf","holiday","no","no","thriller","no","no","no","priyanka chopra","vishal bhardwaj","vishal bhardwaj",975,250000000,300700000,"ruskin bond (short story) | matthew robbins (screenplay) | vishal bhardwaj (screenplay) | gulzar (lyrics) | ajinkya iyer (lyrics)",0,2,"18","feb","2011","ruskin bond (short story) | matthew robbins (screenplay) | vishal bhardwaj (screenplay) | gulzar (lyrics) | ajinkya iyer (lyrics)","0",2,"new"
"koi mere dil mein hai","normal","no","no","love_story","no","yes","no","priyanshu chatterjee","deepak ramsay","nikhil - vinay",50,35000000,4700000,"humayun mirza (screenplay)",0,1,"03","jun","2005","humayun mirza (screenplay)","0",1,"old"
"fukrey","normal","no","no","comedy","no","no","no","pulkit samrat","mrighdeep singh lamba","ram sampath",1000,190000000,490175000,"mrigdeep singh lamba (additional dialogue) | mrigdeep singh lamba (screenplay) | vipul vig (screenplay) | vipul vig (story)",0,5,"14","jun","2013","mrigdeep singh lamba (additional dialogue) | mrigdeep singh lamba (screenplay) | vipul vig (screenplay) | vipul vig (story)","0",5,"new"
"bittoo boss","holiday","no","no","love_story","yes","yes","no","pulkit samrat","supavitra babul","raghav sachar",675,100000000,27200000,"supavitra babul | gautam mehra",0,1,"13","apr","2012","supavitra babul | gautam mehra","0",1,"new"
"o teri","holiday","no","no","comedy","no","yes","yes","pulkit samrat","umesh bist","g.j. singh",900,150000000,48200000,"umesh bist | neeti palta",0,1,"28","mar","2014","umesh bist | neeti palta","0",1,"new"
"satya 2","holiday","no","yes","thriller","yes","no","no","puneet singh ratn","ram gopal verma","nitin raikwar",750,140000000,28400000,"radhika anand | kary arora (lyrics) | meeraqh (telugu dialogue writer)",1,1,"08","nov","2013","radhika anand | kary arora (lyrics) | meeraqh (telugu dialogue writer)","1",1,"new"
"turning 30!!!","holiday","no","no","drama","no","yes","no","purab kohli","alankrita shrivastava","siddharth - suhas",175,70000000,16300000,"ram goutam (lyrics) | kumaar (lyrics) | prashant pandey (lyrics) | suhas shetty (lyrics) | alankrita shrivastava",0,1,"14","jan","2011","ram goutam (lyrics) | kumaar (lyrics) | prashant pandey (lyrics) | suhas shetty (lyrics) | alankrita shrivastava","0",1,"new"
"meinu ek ladki chaahiye","normal","no","no","comedy","yes","yes","no","puru chibber","abhishek bindal","ravi pawar",125,20000000,1550000,"abhishek | sekhar kochgaven",0,1,"26","sep","2014","abhishek | sekhar kochgaven","0",1,"new"
"tanu weds manu","holiday","no","no","love_story","no","no","yes","r. madhavan","anand l. rai","krsna",850,210000000,564135000,"himanshu sharma (screenplay)",0,6,"25","feb","2011","himanshu sharma (screenplay)","0",6,"new"
"jodi breakers","normal","no","no","comedy","no","no","no","r. madhavan","ashwini chaudhary","salim - sulaiman",1000,210000000,146467500,"ashwini chaudhary | sanyukta shaikh chawla",0,2,"02","mar","2012","ashwini chaudhary | sanyukta shaikh chawla","0",2,"new"
"ramji londonwaley","normal","yes","no","comedy","no","yes","no","r. madhavan","sanjay dayma","vishal bhardwaj",115,40000000,29525000,"kamal hassan (original story) | sanjay dayma (screenplay) | madhavan (adaptation) | madhavan (additional screenplay) | avantika hari (additional screenplay) | jay verma (dialogue: india portions) | manish tiwari (dialogue: india portions) | madhavan (dialogue: london portions) | sanjay dayma (dialogue: london portions)",0,1,"02","sep","2005","kamal hassan (original story) | sanjay dayma (screenplay) | madhavan (adaptation) | madhavan (additional screenplay) | avantika hari (additional screenplay) | jay verma (dialogue: india portions) | manish tiwari (dialogue: india portions) | madhavan (dialogue: london portions) | sanjay dayma (dialogue: london portions)","0",1,"old"
"le gaya saddam","holiday","no","no","drama","no","yes","no","raghuvir yadav","amjad khan","jaideep choudhury",30,15000000,700000,NA,0,1,"02","nov","2012",NA,"0",1,"new"
"chal pichchur banate hain","normal","no","no","drama","no","yes","yes","rahil tandon","pritish chakraborty","gaurav dagaonkar",90,35000000,2000000,"pritish chakraborty",0,1,"07","sep","2012","pritish chakraborty","0",1,"new"
"the japanese wife","normal","no","no","drama","no","no","no","rahul bose","aparna sen","sagar desai",30,15000000,5000000,"kunal basu (based on the story by) | aparna sen",0,1,"09","apr","2010","kunal basu (based on the story by) | aparna sen","0",1,"new"
"chain kulii ki main kulii","normal","no","no","comedy","no","yes","no","rahul bose","kittu saluja","salim - sulaiman",130,40000000,15600000,"nupur asthana (screenplay) | jay shewakramani (story) | irfan siddiqui (lyrics) | satyam tripathi (dialogue)",0,1,"22","jun","2007","nupur asthana (screenplay) | jay shewakramani (story) | irfan siddiqui (lyrics) | satyam tripathi (dialogue)","0",1,"old"
"pyaar ke side effects","normal","no","no","comedy","no","yes","no","rahul bose","saket chaudhary","pritam",225,65000000,121890000,"saket chaudhary | pratibha acharya (dialogue) | vijay krishna acharya (dialogue)",0,3,"15","sep","2006","saket chaudhary | pratibha acharya (dialogue) | vijay krishna acharya (dialogue)","0",3,"old"
"dil kabaddi","normal","no","no","comedy","no","yes","yes","rahul khanna","anil senior","sachin gupta",325,100000000,52700000,"vivek anand | anil senior | lezlie george sparkx",0,2,"05","dec","2008","vivek anand | anil senior | lezlie george sparkx","0",2,"old"
"raqeeb","normal","no","no","thriller","no","yes","no","rahul khanna","anurag singh","pritam",190,62500000,17822500,NA,0,1,"18","may","2007",NA,"0",1,"old"
"my friend ganesha 3","normal","no","yes","animation","yes","no","no","rahul pendkalkar","rajiv s. ruia","baba sehgal",50,32500000,2300000,"shabbir ahmed (lyrics) | rajiv s. ruia (story) | s. sachindra",1,1,"26","mar","2010","shabbir ahmed (lyrics) | rajiv s. ruia (story) | s. sachindra","1",1,"new"
"meri aashiqui","normal","no","no","drama","no","yes","no","rahul roy","p. jitendra","nishad vaidya",10,6000000,2700000,NA,0,1,NA,NA,NA,NA,"0",1,NA
"the waiting room","normal","no","no","suspense","no","yes","no","raj singh chaudhary","maneej premnath","luv - kush",5,10000000,50000,"maneej premnath (story)",0,1,"16","jan","2010","maneej premnath (story)","0",1,"new"
"phas gaye re obama","normal","no","no","comedy","no","yes","yes","rajat kapoor","subhash kapoor","manish tipu",200,62500000,39600000,"subhash kapoor | shellee (lyrics) | gopal tiwari (lyrics)",0,2,"03","dec","2010","subhash kapoor | shellee (lyrics) | gopal tiwari (lyrics)","0",2,"new"
